oid,classALeRCE
ZTF18aceokwf,QSO
ZTF17aaaxczz,EB/EW
ZTF18abjhbdd,RRL
ZTF18acxzqrq,QSO
ZTF17aaaenmg,RRL
ZTF18aabiktu,EB/EW
ZTF17aacufsl,EB/EW
ZTF17aacufxz,EB/EW
ZTF17aacuhcw,EB/EW
ZTF18abbovwo,EA
ZTF18abjrcxw,LPV
ZTF17aacujtb,EB/EW
ZTF17aacujnx,EA
ZTF17aabslks,EB/EW
ZTF17aacuogi,EA
ZTF19aarnlkv,QSO
ZTF18abnovlk,RRL
ZTF18aabgoyn,LPV
ZTF17aaagroe,LPV
ZTF18abnbmsb,LPV
ZTF18acapaie,QSO
ZTF19aarssvc,QSO
ZTF18abtrenc,EB/EW
ZTF18aabgugj,LPV
ZTF19acvrkas,Blazar
ZTF17aaccdgl,EB/EW
ZTF18acpuyiu,EB/EW
ZTF18abkbzmu,EB/EW
ZTF18acaobqt,AGN
ZTF18aczerhr,QSO
ZTF18abgubwu,EB/EW
ZTF18aaacmik,RRL
ZTF18abjgchl,RRL
ZTF19aapnvdp,QSO
ZTF17aacvruh,EA
ZTF17aabtjlq,EB/EW
ZTF17aacvunj,CV/Nova
ZTF17aacvvsd,EA
ZTF17aacvwlf,LPV
ZTF17aacvwcz,EB/EW
ZTF17aabvztd,EB/EW
ZTF18abakkoo,RRL
ZTF17aacwair,EB/EW
ZTF17aacwarw,RRL
ZTF17aadintt,RRL
ZTF17aacwbcc,EB/EW
ZTF19aaeobnu,QSO
ZTF18aazvkmx,EB/EW
ZTF18abbffcd,EB/EW
ZTF19aadfcwz,QSO
ZTF19acbvufc,QSO
ZTF18aaacxvy,EB/EW
ZTF18abccpxu,LPV
ZTF18aabjgkf,EB/EW
ZTF18aawwsvy,QSO
ZTF19aaczsmq,QSO
ZTF17aaasqoh,EB/EW
ZTF17aacwmwl,EB/EW
ZTF17aadhzeb,EB/EW
ZTF19acbvgeu,Blazar
ZTF18abvmjnx,EB/EW
ZTF17aacwtqf,EB/EW
ZTF17aacwuxb,EB/EW
ZTF18abqwvkf,QSO
ZTF18aabjprj,EB/EW
ZTF18abikpsx,LPV
ZTF17aacxaps,EB/EW
ZTF18abuktbm,RRL
ZTF18aaaaras,EA
ZTF18acegbxv,QSO
ZTF17aacxmzi,RRL
ZTF18aaacmxg,RRL
ZTF18abcxaad,RRL
ZTF18abxnsgy,QSO
ZTF18aaajzcl,RRL
ZTF17aaaedda,EA
ZTF17aabpmtw,EA
ZTF18abcyxun,EB/EW
ZTF18abqcibj,EA
ZTF18abcdxxv,EB/EW
ZTF17aacxvgn,EB/EW
ZTF19aaczrsx,AGN
ZTF18aaakyqw,CV/Nova
ZTF18aavqmbw,LPV
ZTF18aazvajs,RRL
ZTF18abcorzr,RRL
ZTF19aasmupc,YSO
ZTF18abiklig,RRL
ZTF19acbmyiy,QSO
ZTF18acegdxl,QSO
ZTF19aavxatm,QSO
ZTF19aaacvap,QSO
ZTF18abolqrq,EB/EW
ZTF17aacyxzo,EA
ZTF18acwueeu,EB/EW
ZTF18aabjfpj,RRL
ZTF17aaczdkm,EB/EW
ZTF18acegbwp,QSO
ZTF19acvrjoz,QSO
ZTF19aartgzf,QSO
ZTF17aabstnm,EB/EW
ZTF18abakkok,RRL
ZTF17aabummz,EB/EW
ZTF18aabgqnk,LPV
ZTF18aaaehgk,RRL
ZTF18aaaakmc,DSCT
ZTF18aazmwvs,RRL
ZTF17aaawfrl,LPV
ZTF19aaaahjy,QSO
ZTF17aadaskn,EB/EW
ZTF17aadauwb,RRL
ZTF17aadaxlj,RRL
ZTF17aaanvmw,EB/EW
ZTF17aadixhp,EA
ZTF19aarimai,AGN
ZTF17aadbbzz,LPV
ZTF17aaasaxe,EB/EW
ZTF17aadisjr,EB/EW
ZTF18aabfrjq,EB/EW
ZTF18acdyuys,LPV
ZTF18aabgydz,EB/EW
ZTF18abvtjrl,LPV
ZTF17aadbpnq,EA
ZTF17aadbpwt,RRL
ZTF18aadfyvf,QSO
ZTF19abkissj,QSO
ZTF18aabfydk,LPV
ZTF18aaalzsq,LPV
ZTF18acrvaig,RRL
ZTF18abpeusn,LPV
ZTF17aaasoor,EB/EW
ZTF18abccnpc,RRL
ZTF18aaagsjm,RRL
ZTF17aabvpre,EB/EW
ZTF18acctktz,EB/EW
ZTF18aacgkum,QSO
ZTF17aaaiucd,EB/EW
ZTF18aaaakkq,LPV
ZTF18aacgjef,QSO
ZTF17aadcjfg,EB/EW
ZTF18aaaerae,EB/EW
ZTF18abjgxtk,EB/EW
ZTF18acwwqyg,AGN
ZTF17aadcmrx,EB/EW
ZTF19acetqrj,LPV
ZTF17aaaheny,EB/EW
ZTF19abqyoyj,Blazar
ZTF18abckqjk,LPV
ZTF18aacrjca,QSO
ZTF18aaclysu,EB/EW
ZTF19aaneswq,QSO
ZTF19aaeisqz,QSO
ZTF18abuqhqe,RRL
ZTF19abahkye,QSO
ZTF17aaadlwd,RRL
ZTF18aacglia,AGN
ZTF18aacgico,QSO
ZTF18aabjfsr,EB/EW
ZTF17aaddtim,EB/EW
ZTF18abshksq,EA
ZTF18aachbcs,QSO
ZTF19aatwylu,QSO
ZTF18aaacdmc,RRL
ZTF17aacqhkv,RRL
ZTF17aaddxji,RSCVn
ZTF18aaamhab,RRL
ZTF18aacfvsr,QSO
ZTF18abckpri,LPV
ZTF17aaddzqe,EB/EW
ZTF17aadebte,RRL
ZTF17aaccuid,EA
ZTF18aaabpse,EB/EW
ZTF18abgtpxx,RRL
ZTF19aarsgzg,QSO
ZTF18aaadljy,EB/EW
ZTF17aadefyr,EB/EW
ZTF18aaacmis,EB/EW
ZTF18abcxier,RRL
ZTF17aaaenhi,EB/EW
ZTF18aabjrlq,EB/EW
ZTF18aaepzgh,QSO
ZTF19aapumjw,QSO
ZTF18acegemq,QSO
ZTF18aaagsjn,CV/Nova
ZTF17aadeqjq,EB/EW
ZTF17aadeszg,RRL
ZTF18acsjgrv,EB/EW
ZTF18aaaehkd,EB/EW
ZTF18achsxjq,EB/EW
ZTF17aadjohd,EA
ZTF18aadpmts,QSO
ZTF18abbukfy,EB/EW
ZTF18aaahddg,EB/EW
ZTF17aadezdu,RRL
ZTF17aadezts,EB/EW
ZTF18abasdfr,EB/EW
ZTF18aacqlmm,QSO
ZTF18aaeaurj,QSO
ZTF18abikjsb,LPV
ZTF17aacvxsu,RSCVn
ZTF18aaeptda,QSO
ZTF18abmrlrq,RRL
ZTF17aactgbz,RRL
ZTF17aadfiyr,RRL
ZTF18aczeolp,AGN
ZTF18aaacpxm,EB/EW
ZTF18aaerwto,QSO
ZTF17aadfjvo,EB/EW
ZTF17aaatdvs,EB/EW
ZTF17aacloqa,RRL
ZTF17aaagaff,RRL
ZTF18aacvpei,QSO
ZTF18aadkrar,QSO
ZTF18aaepoyv,QSO
ZTF17aaclmuq,RRL
ZTF18acrxwwm,RRL
ZTF17aacmgzb,RRL
ZTF17aaaonic,RRL
ZTF17aaction,EB/EW
ZTF18aaaakjj,LPV
ZTF18aaeqqhl,QSO
ZTF18abdettz,RRL
ZTF18aaeqoeb,AGN
ZTF17aacvwss,RRL
ZTF18abmofzl,RRL
ZTF17aadglws,EA
ZTF17aadgkhl,EB/EW
ZTF17aadgkdg,RRL
ZTF17aaaskpr,EB/EW
ZTF17aaagwqd,EB/EW
ZTF18absletz,EB/EW
ZTF19aagqnor,QSO
ZTF18aaekoye,QSO
ZTF18abjmtie,YSO
ZTF18aacradx,QSO
ZTF18aacytbx,QSO
ZTF17aaajeqt,EB/EW
ZTF18aaeqdqx,QSO
ZTF18aaacpxk,RRL
ZTF17aadgwyo,Blazar
ZTF17aadgydb,RRL
ZTF17aadgxrq,EB/EW
ZTF17aadhgmp,EB/EW
ZTF17aadhdqj,EB/EW
ZTF18acvhhon,QSO
ZTF17aadhfma,EB/EW
ZTF18abccvux,LPV
ZTF18aabjgzg,EB/EW
ZTF17aaatdoo,EB/EW
ZTF18aczeoge,QSO
ZTF18acrtues,EA
ZTF17aadhlvf,RRL
ZTF18aaepurl,QSO
ZTF19acxnemy,SNIa
ZTF17aadhozv,EB/EW
ZTF17aadhret,RRL
ZTF18aaerwgb,QSO
ZTF17aaajetd,EB/EW
ZTF17aaaherd,EB/EW
ZTF18aaagtoo,RRL
ZTF18aaacutj,RRL
ZTF18aaeisel,QSO
ZTF17aaadqzp,RRL
ZTF18aaacjzn,EB/EW
ZTF18abeshoc,RRL
ZTF18acujwya,EB/EW
ZTF17aaaoncz,RRL
ZTF17aadidko,EA
ZTF18aaacpur,EB/EW
ZTF18abjgjzo,LPV
ZTF17aabumbg,EB/EW
ZTF19aacxqvy,QSO
ZTF17aaaobyv,RRL
ZTF18abslhzk,EB/EW
ZTF18aabhpzd,EA
ZTF17aadihxs,Periodic-Other
ZTF17aabubpz,RRL
ZTF17aabrhzo,RRL
ZTF18acyxloe,RRL
ZTF17aaakhqi,RRL
ZTF19abjptrt,QSO
ZTF18acrxtau,EB/EW
ZTF17aadipii,EB/EW
ZTF17aaajncm,RRL
ZTF18aabkphu,EB/EW
ZTF17aaahehe,LPV
ZTF18abvrcbp,EB/EW
ZTF18abdjwhs,LPV
ZTF17aaajngd,EB/EW
ZTF18aarmkyi,QSO
ZTF18acyxlet,RRL
ZTF17aaajjfz,RRL
ZTF19aadesfn,QSO
ZTF18aaaehyf,EB/EW
ZTF17aabcwge,EB/EW
ZTF19aarnevo,QSO
ZTF18abtriul,RRL
ZTF18adcapxz,RRL
ZTF18abaeidq,LPV
ZTF17aaajneb,EB/EW
ZTF18abnzlhd,EB/EW
ZTF17aadjfoh,EB/EW
ZTF17aadjgyv,RRL
ZTF17aadkejb,EB/EW
ZTF17aaanrhg,LPV
ZTF17aadjkep,RRL
ZTF17aabwmeq,EB/EW
ZTF17aadjknt,EB/EW
ZTF18acyxlzm,AGN
ZTF18acpfowe,LPV
ZTF17aabutdo,LPV
ZTF17aadjokh,EB/EW
ZTF19aaohuvf,QSO
ZTF18abqbybg,RRL
ZTF18acrxwxm,Blazar
ZTF19abfqmmg,QSO
ZTF18aaestpr,QSO
ZTF19aapdian,QSO
ZTF17aadjsxn,EB/EW
ZTF17aadjvmm,Periodic-Other
ZTF18acvgyiw,RRL
ZTF18abulqch,EB/EW
ZTF17aadjwij,RRL
ZTF17aaanrbr,Ceph
ZTF17aabopmm,LPV
ZTF19aaapchi,RRL
ZTF17aadjxlx,LPV
ZTF17aadjyke,EB/EW
ZTF19aaillgq,QSO
ZTF19aatylcy,QSO
ZTF19acoysyd,QSO
ZTF18abvjybb,EB/EW
ZTF17aabtxvx,RRL
ZTF18acyxlst,RRL
ZTF18aczeoow,QSO
ZTF18acvhwri,QSO
ZTF17aadkfiq,CV/Nova
ZTF18aapmooy,EB/EW
ZTF18aaajgpw,RRL
ZTF17aadklkp,RSCVn
ZTF17aabvema,RRL
ZTF17aadkiko,EA
ZTF19aanhnzc,QSO
ZTF18acyxlay,RRL
ZTF18acrxwnw,EB/EW
ZTF18aatuyah,QSO
ZTF18acrtsir,LPV
ZTF18acrkaqq,EB/EW
ZTF17aaajjec,RRL
ZTF17aadkkax,EA
ZTF17aacocgz,EA
ZTF18acrxwnu,EB/EW
ZTF18aaaizuf,RRL
ZTF19abizmkp,Blazar
ZTF17aabwmch,RRL
ZTF18aaajmtt,LPV
ZTF18aczepev,RRL
ZTF17aadkrdc,EB/EW
ZTF19aaugntk,QSO
ZTF18abwppax,AGN
ZTF18abajsyk,LPV
ZTF18abodovo,RRL
ZTF17aadkurp,EB/EW
ZTF17aabfnau,EB/EW
ZTF17aaclqmu,EB/EW
ZTF17aaapkar,RRL
ZTF19acaxcwg,SNIa
ZTF17aadkymy,EB/EW
ZTF18abaepym,QSO
ZTF17aadlbcw,RRL
ZTF17aadlcor,EB/EW
ZTF17aadlcod,Periodic-Other
ZTF18acepcve,QSO
ZTF18abmwqrn,RRL
ZTF18aaaecpz,LPV
ZTF17aabdglt,Ceph
ZTF17aabwnir,RRL
ZTF18acrxszw,RRL
ZTF17aaboqgl,LPV
ZTF18acrdnnz,EB/EW
ZTF19abgfdws,QSO
ZTF17aaczqnt,EA
ZTF18acmwzin,EB/EW
ZTF19abisppb,QSO
ZTF17aadljtn,EB/EW
ZTF18acvglwr,RRL
ZTF19abamqzt,AGN
ZTF18aabdwmx,EB/EW
ZTF18aaaasse,LPV
ZTF18abajxcx,RRL
ZTF17aadmdto,EA
ZTF19aaohxzs,QSO
ZTF18acrxwzw,RRL
ZTF17aadmiyr,EB/EW
ZTF17aaajnrz,EB/EW
ZTF17aadshvr,EB/EW
ZTF17aadmzvf,DSCT
ZTF18aabsasa,LPV
ZTF18acowxmw,EB/EW
ZTF18aaalkao,LPV
ZTF18acusoxm,RRL
ZTF18absporf,EA
ZTF17aaajmam,RRL
ZTF17aadmivb,EB/EW
ZTF18aamqsqr,EB/EW
ZTF18acszanr,QSO
ZTF18acrpasn,LPV
ZTF17aadmqek,RRL
ZTF19aadejrz,QSO
ZTF19abyvdbm,EB/EW
ZTF17aadmsku,RRL
ZTF17aacqxdq,EB/EW
ZTF17aaailbc,EB/EW
ZTF17aadmygw,EB/EW
ZTF17aadmxga,EB/EW
ZTF17aadmzew,EB/EW
ZTF19abiznga,QSO
ZTF18aabpevj,EB/EW
ZTF18achufxk,EB/EW
ZTF18acpwlwq,QSO
ZTF17aaaocdx,EB/EW
ZTF19aacwnxy,QSO
ZTF19aaoialb,QSO
ZTF18aabltsm,EA
ZTF17aadnjew,EA
ZTF18aayptat,AGN
ZTF18aaaurfn,RRL
ZTF18abujbbg,LPV
ZTF17aabwndw,RRL
ZTF18aasrsbh,QSO
ZTF18aaadhbq,EA
ZTF18aarmlgl,QSO
ZTF19acoysrt,QSO
ZTF19abbynbj,QSO
ZTF18aajiiqa,QSO
ZTF17aacpckb,LPV
ZTF17aadiedp,EB/EW
ZTF18acewcfb,EB/EW
ZTF18acbuhti,QSO
ZTF19aarhmys,QSO
ZTF18aauiqom,QSO
ZTF18abtovjr,RRL
ZTF18aawohpx,Blazar
ZTF18aajismy,QSO
ZTF17aadidwr,RRL
ZTF18acmxdoe,EB/EW
ZTF18abviafe,RRL
ZTF17aaaefco,EB/EW
ZTF19aaxibcj,QSO
ZTF18abomhyg,EB/EW
ZTF17aabvbjo,EB/EW
ZTF19aawgrwq,QSO
ZTF17aacnjmd,RRL
ZTF19abegowl,QSO
ZTF19abdxxfx,QSO
ZTF18abumyvd,EB/EW
ZTF19abrcrbd,Periodic-Other
ZTF19aacztrx,QSO
ZTF17aacnulv,RRL
ZTF18aanvbdw,EB/EW
ZTF18abijkte,LPV
ZTF18abomiet,RRL
ZTF18acepcte,QSO
ZTF18abcrocw,LPV
ZTF17aacnugg,LPV
ZTF18abccved,EA
ZTF18abnncit,EB/EW
ZTF18aahippw,RRL
ZTF17aabuyyp,EB/EW
ZTF18aaabpab,EB/EW
ZTF17aadomgp,EA
ZTF17aadomht,RRL
ZTF17aadooax,RRL
ZTF17aadootk,RRL
ZTF17aadoopd,EB/EW
ZTF18abaehde,LPV
ZTF18aawpxlo,QSO
ZTF17aadcbcz,RRL
ZTF18abnylnj,EB/EW
ZTF18ablwkdp,LPV
ZTF17aadozjn,EB/EW
ZTF17aadozqz,RRL
ZTF17aabwhlo,EB/EW
ZTF18abcrarz,EB/EW
ZTF18acclchy,EB/EW
ZTF18aboebed,EA
ZTF17aaaicry,EA
ZTF17aadpdag,EB/EW
ZTF19aaqgrgu,YSO
ZTF18abpdwdh,RRL
ZTF18aabijcc,EB/EW
ZTF18acafxjj,EA
ZTF19aadfdtm,QSO
ZTF19aascaxn,QSO
ZTF18abhpymq,LPV
ZTF18aaaizqf,RRL
ZTF17aabrkpn,EB/EW
ZTF18aahipmf,AGN
ZTF19abbxyhp,QSO
ZTF18abmnwmz,RRL
ZTF19abkcqrg,QSO
ZTF17aaaafgx,EB/EW
ZTF18abyyhbq,LPV
ZTF18abmrqts,EB/EW
ZTF17aabvbwh,EB/EW
ZTF17aadpkhu,EA
ZTF17aaajjck,EB/EW
ZTF18aaalgss,RRL
ZTF18abcrarx,EA
ZTF18abnzagz,RRL
ZTF17aaaabte,EB/EW
ZTF18abgsjpm,RRL
ZTF17aadpqrv,EB/EW
ZTF18abccqqy,RRL
ZTF19aaafnqa,QSO
ZTF18abttptd,EB/EW
ZTF18acavjek,EB/EW
ZTF17aadptwh,Blazar
ZTF18aarnbht,QSO
ZTF18aaadgoy,RRL
ZTF17aacnvco,RRL
ZTF19aaklyht,EB/EW
ZTF17aabvbya,RRL
ZTF18abuyaww,LPV
ZTF19aaapdzi,QSO
ZTF18abmrqkw,RRL
ZTF17aabukwo,EB/EW
ZTF17aadqcjs,YSO
ZTF17aadqcjp,YSO
ZTF19abkeynr,Blazar
ZTF17aacopap,RRL
ZTF17aacnuil,EA
ZTF17aadqekm,RRL
ZTF18abcxrib,RRL
ZTF18aaaeycj,RRL
ZTF17aadqfyl,QSO
ZTF18abcjnpr,RRL
ZTF17aadqgmo,EA
ZTF18aabrxyx,LPV
ZTF18abakjgw,EB/EW
ZTF19aayrjsx,AGN
ZTF18aakbpry,AGN
ZTF18abnusvb,Blazar
ZTF18abcnsbe,YSO
ZTF17aaahemu,EB/EW
ZTF19aaxvkmd,QSO
ZTF19abkbsng,QSO
ZTF18absglmu,RRL
ZTF19aavaled,QSO
ZTF19aabyowg,QSO
ZTF18abxzojz,QSO
ZTF17aadddmp,EB/EW
ZTF18acgfjcq,EA
ZTF18aceioqu,EB/EW
ZTF17aadrhwp,LPV
ZTF17aadrims,EB/EW
ZTF18abumhuf,EB/EW
ZTF18abcriqt,EB/EW
ZTF18abtlwtz,EB/EW
ZTF18aakdimq,Blazar
ZTF18acctuup,EB/EW
ZTF18abjhazs,LPV
ZTF18abtdzlk,EB/EW
ZTF18abqcclu,LPV
ZTF19aawllie,QSO
ZTF17aabxoce,RRL
ZTF19aarnilj,QSO
ZTF17aadrkfm,EB/EW
ZTF17aadrkho,EB/EW
ZTF18aazmicw,LPV
ZTF19aafmrhs,QSO
ZTF17aabpqdn,RRL
ZTF18abwpihf,EB/EW
ZTF18abdhxvf,YSO
ZTF18abmovtl,QSO
ZTF17aadrrqy,EB/EW
ZTF18ablvxzo,LPV
ZTF18abslhax,EB/EW
ZTF18abtovax,RRL
ZTF18abafvrl,AGN
ZTF19aaydjuc,QSO
ZTF18acvgqtb,QSO
ZTF18aarnmzg,AGN
ZTF18abnciap,EB/EW
ZTF18aaqjkxb,QSO
ZTF17aadsmsg,LPV
ZTF18abesfjc,RRL
ZTF17aadsmsi,LPV
ZTF17aabvhvl,RRL
ZTF17aadsnod,LPV
ZTF18abxzojr,QSO
ZTF18abivoxu,YSO
ZTF18aczemur,QSO
ZTF19aaxvums,QSO
ZTF17aaajjoz,EB/EW
ZTF18abmjhxz,EB/EW
ZTF18acsahbx,LPV
ZTF18abbuwwg,Blazar
ZTF17aadsqto,RRL
ZTF18acmwweb,QSO
ZTF18abcxgzp,EB/EW
ZTF18abvxkhl,RRL
ZTF18abgsjnt,LPV
ZTF17aaajjpo,RRL
ZTF18aayxejq,LPV
ZTF18abjgxxa,EB/EW
ZTF18abbtyfa,LPV
ZTF18acaurnr,LPV
ZTF18abulqxs,EB/EW
ZTF18aajoevv,EB/EW
ZTF19aauentq,QSO
ZTF18aazmpgq,LPV
ZTF18absgnai,EB/EW
ZTF18abaklmn,EB/EW
ZTF18abbuwhb,LPV
ZTF18acvgrdp,QSO
ZTF19aawuspv,QSO
ZTF17aadswom,CV/Nova
ZTF17aadsxcz,EA
ZTF18acsnqzc,EB/EW
ZTF18acpknlf,QSO
ZTF17aadszhy,LPV
ZTF18acruydy,EB/EW
ZTF18aabhepg,EB/EW
ZTF17aaaeihl,LPV
ZTF19abpizol,RRL
ZTF18abmaimk,LPV
ZTF18abtgljz,Blazar
ZTF17aadtfav,RRL
ZTF19aaufysv,QSO
ZTF17aaadyfb,LPV
ZTF18abscfay,EB/EW
ZTF18abajupn,EA
ZTF18acdvpxl,QSO
ZTF19aarhnfv,QSO
ZTF18aaaaake,RRL
ZTF18aaaaami,RRL
ZTF18aazwdib,LPV
ZTF19aawofti,QSO
ZTF18abryodl,LPV
ZTF18abuerbi,EA
ZTF18aaaabku,RRL
ZTF18abotauy,Ceph
ZTF18aaaabms,RRL
ZTF18aaaqpjm,EA
ZTF18aaaadnz,RRL
ZTF18aaaadkb,RRL
ZTF19aawgspq,QSO
ZTF18acvgxaw,QSO
ZTF18abvbwzt,EB/EW
ZTF17aabwpbe,RRL
ZTF18aaaajaf,EB/EW
ZTF17aabqsdl,RSCVn
ZTF18aaacwyb,RRL
ZTF17aaajnmv,EB/EW
ZTF18aaaajkd,RSCVn
ZTF19acmwchl,QSO
ZTF18aabwsvt,EB/EW
ZTF19abaevxi,QSO
ZTF18acerafh,QSO
ZTF18aaaakbb,LPV
ZTF18aavnimc,QSO
ZTF19aaoicjr,QSO
ZTF18acvgnzq,QSO
ZTF18accvjyl,QSO
ZTF18aaaakjh,RRL
ZTF17aabwciz,EB/EW
ZTF18aaqclfv,QSO
ZTF17aabpjpf,RRL
ZTF17aabwpeu,RRL
ZTF18aaaakou,LPV
ZTF17aaawcri,YSO
ZTF18aahitda,AGN
ZTF18accvjum,QSO
ZTF18abotebq,EB/EW
ZTF18acbznts,RRL
ZTF19aawfzdg,QSO
ZTF19aalaxql,QSO
ZTF18abajloo,LPV
ZTF17aaajnnk,EB/EW
ZTF18abtlodf,EA
ZTF19abipifc,QSO
ZTF19abfqits,QSO
ZTF18aaaakwl,LPV
ZTF18acskenh,EB/EW
ZTF18acybcut,QSO
ZTF18aaadkzf,EB/EW
ZTF17aabwpao,RRL
ZTF18abfffak,EB/EW
ZTF18abjgxvu,EB/EW
ZTF18acslypq,EB/EW
ZTF19aaripai,QSO
ZTF18abdkfhb,EB/EW
ZTF18aazohwi,AGN
ZTF19aauhmdg,QSO
ZTF18acsmvpa,EB/EW
ZTF18aaaaleb,EB/EW
ZTF18aawxlry,RRL
ZTF17aabvjgu,QSO
ZTF19aarnilv,QSO
ZTF18aaaalpy,LPV
ZTF18acrsgnz,LPV
ZTF19abpizoj,EA
ZTF18acsjfgr,YSO
ZTF18acepxsf,QSO
ZTF19abpscdg,EB/EW
ZTF18aaaalyr,LPV
ZTF18abmnwpt,EB/EW
ZTF18acqvhgi,EB/EW
ZTF18abomdqw,EB/EW
ZTF18aaaamem,EA
ZTF18abmrqub,EB/EW
ZTF18aamiidg,RRL
ZTF17aaaccbi,EB/EW
ZTF18acpwmay,QSO
ZTF18abcrbdz,EB/EW
ZTF18aaaamjj,Ceph
ZTF17aabxobx,RRL
ZTF18abomcto,RRL
ZTF17aaaikuh,EB/EW
ZTF18acvwbre,QSO
ZTF18aaaamsn,EB/EW
ZTF18aaadcfh,RRL
ZTF18aaellmn,QSO
ZTF18aaaamvl,LPV
ZTF18accvkdo,AGN
ZTF18aaagyrm,RRL
ZTF18acerfgl,QSO
ZTF18aayoxmo,LPV
ZTF17aabtwbd,RRL
ZTF18acxzuil,AGN
ZTF18abmrmmb,RRL
ZTF18aaaansu,LPV
ZTF17aabwoyp,RRL
ZTF18aaaanxj,LPV
ZTF17aabtjog,CV/Nova
ZTF17aabpmrg,LPV
ZTF18aahtfsf,AGN
ZTF18aaaaofb,LPV
ZTF18acszjmj,LPV
ZTF18acpbwnt,EB/EW
ZTF18abbunar,CV/Nova
ZTF18abpnfnb,EA
ZTF18aaaapeb,LPV
ZTF18acbznry,QSO
ZTF19aaydjpk,QSO
ZTF18abokxfn,LPV
ZTF18aaaapxa,EA
ZTF17aaappgd,RRL
ZTF18aaqcini,QSO
ZTF18acqzccm,QSO
ZTF18abjgaux,RRL
ZTF18abwgoru,EA
ZTF18acruyzw,EB/EW
ZTF18aaanyki,RRL
ZTF19abaigae,LPV
ZTF18aaaarek,RRL
ZTF19abnaoao,QSO
ZTF18aaaixsj,RRL
ZTF18abcdoux,EB/EW
ZTF18acavjfe,EB/EW
ZTF19aawfzbn,QSO
ZTF18aaaiyeh,RRL
ZTF18aaadhqy,RRL
ZTF19aaaoyvo,QSO
ZTF18abeddim,LPV
ZTF17aacixpk,EB/EW
ZTF18aavrsgj,AGN
ZTF18abiwvjf,RRL
ZTF19ackimle,QSO
ZTF19aaweycm,QSO
ZTF18aafdmvr,QSO
ZTF18aabbeho,EB/EW
ZTF18abchhgi,LPV
ZTF18aahfnfp,QSO
ZTF18acgqyph,YSO
ZTF18aceyysf,QSO
ZTF18abigtmn,LPV
ZTF18abcjxga,EA
ZTF17aabpeaa,EB/EW
ZTF17aaaexgk,EB/EW
ZTF18aceoxis,QSO
ZTF18aaaasvb,LPV
ZTF18acefjml,QSO
ZTF18aaqcmec,QSO
ZTF18accdmzs,QSO
ZTF19aatgsgk,QSO
ZTF18abjgbje,LPV
ZTF19aceckts,QSO
ZTF18aakbgjz,QSO
ZTF18aaacwxn,EB/EW
ZTF18aaaatef,LPV
ZTF18aakbsog,QSO
ZTF18abaehii,EB/EW
ZTF18acvgqkr,QSO
ZTF17aabuqjz,RRL
ZTF18aaaatnr,EA
ZTF19aaohues,QSO
ZTF18aayoxmp,LPV
ZTF18accnpjo,QSO
ZTF18abauahr,QSO
ZTF19abrbmvt,SNII
ZTF18abczeds,EB/EW
ZTF18acqqgxe,QSO
ZTF18aaesimr,QSO
ZTF18aaadlfw,EB/EW
ZTF18aakbcbv,RRL
ZTF18aaaaxbz,LPV
ZTF17aaatbcu,EB/EW
ZTF18aayppib,EB/EW
ZTF18abcrapw,EA
ZTF19acmvzdd,QSO
ZTF18ablsrbl,EB/EW
ZTF17aaaedhb,LPV
ZTF18acaahyh,QSO
ZTF18acrcvpg,EA
ZTF18abdefbs,LPV
ZTF19aanjuhg,AGN
ZTF18abdbmzr,EB/EW
ZTF17aaaikkq,RRL
ZTF17aaajnnm,RRL
ZTF18abmemdb,RRL
ZTF18aaaaufv,EB/EW
ZTF18acvgrvs,QSO
ZTF18aaahfbc,EB/EW
ZTF18abdjzqa,LPV
ZTF18aaaauoa,EB/EW
ZTF18abtqejj,LPV
ZTF18achdhaj,QSO
ZTF18abpuiga,RRL
ZTF18abqlkii,EB/EW
ZTF19abanohw,QSO
ZTF18abcoyzc,LPV
ZTF18aceouxw,QSO
ZTF19aadflqz,QSO
ZTF18acsuhnn,QSO
ZTF18abmrtmr,LPV
ZTF18aaaichj,RRL
ZTF17aaclnre,RRL
ZTF19acmwdsb,QSO
ZTF18aaaawyq,LPV
ZTF18acwwsdd,QSO
ZTF18aaaawyv,LPV
ZTF18accwbje,QSO
ZTF17aaajifx,EB/EW
ZTF17aacxjxu,RRL
ZTF18acqvhjs,EB/EW
ZTF18aaxczgt,LPV
ZTF17aacigkr,EB/EW
ZTF18aaaayaf,EB/EW
ZTF18abuodof,EB/EW
ZTF18aaaaypf,EA
ZTF18accdnbr,QSO
ZTF18aawpuab,QSO
ZTF18aaacxer,EB/EW
ZTF18aaaazml,RRL
ZTF18abvbsvi,EB/EW
ZTF17aaajkys,EB/EW
ZTF18acepawu,QSO
ZTF19aaoybkl,QSO
ZTF18acszkhj,LPV
ZTF18aaabsdf,QSO
ZTF18aaabanr,EB/EW
ZTF18acwwsmh,QSO
ZTF18aabkhrs,RRL
ZTF18aaabbce,RRL
ZTF17aabozrk,EB/EW
ZTF18aaaonjs,RRL
ZTF18aacdoro,QSO
ZTF17aacksmt,RRL
ZTF18aarymyg,AGN
ZTF18aaeraoq,AGN
ZTF18aaabbsc,EB/EW
ZTF18aaabhrr,LPV
ZTF17aaddyol,EB/EW
ZTF18aaabbtv,EB/EW
ZTF17aabtnet,Blazar
ZTF18abdeyaj,EB/EW
ZTF17aacrpor,RRL
